Datum ;Zeit ;AT [°C];KT Ist [°C];KT Soll [°C];BR ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;Zubrp1 Pumpe;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[Pa];PE1 Unterdruck Soll[Pa];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 Analog1[mV];PE1 Analog2[mV];
14.01.2015;02:11:19;8,8;65,2;60,0;1;32,1;32,1;19,0;18,0;1;0;65,2;70,0;521,5;762,0;26,00;80,00;30;36;81,6;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:12:19;8,8;66,6;60,0;1;31,8;32,1;19,0;18,0;1;0;66,6;70,0;536,8;761,0;23,92;79,00;27;32;81,8;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:13:19;8,8;68,1;60,0;1;31,5;32,1;19,0;18,0;1;0;68,1;70,0;546,4;757,9;20,80;81,00;22;30;83,5;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:14:19;8,8;69,6;60,0;1;31,2;32,1;19,0;18,0;1;0;69,6;70,0;551,0;752,9;19,23;82,00;20;30;83,1;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:15:19;8,8;71,0;60,0;1;30,9;32,1;19,0;18,0;1;0;71,0;70,0;553,7;746,8;17,16;86,00;18;30;82,7;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:16:19;8,8;72,5;60,0;1;30,7;32,1;19,0;18,0;1;0;72,5;70,0;556,3;739,6;15,08;84,00;16;30;95,5;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:17:19;8,8;73,9;60,0;1;30,6;32,1;19,0;18,0;1;0;73,9;70,0;570,6;731,4;14,04;81,00;16;30;98,7;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:18:19;8,8;75,4;60,0;1;30,4;32,1;19,0;18,0;1;0;75,4;70,0;576,2;722,7;13,00;81,00;15;30;95,6;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:19:19;8,8;76,9;60,0;1;30,3;32,2;18,9;18,0;1;0;76,9;70,0;584,5;713,5;11,96;83,00;14;30;96,7;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:20:19;8,7;78,3;60,0;1;30,6;32,4;18,9;18,0;1;0;78,3;70,0;579,8;704,7;11,96;83,00;14;30;98,2;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:21:19;8,7;79,8;60,0;1;31,2;32,4;18,9;18,0;1;0;79,8;70,0;573,9;697,2;11,96;83,00;14;30;97,9;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:22:19;8,7;81,0;8,0;0;32,9;68,0;18,9;8,0;1;0;81,0;8,0;541,1;8,0;0,00;0,00;36;30;81,4;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:23:19;8,7;81,4;8,0;0;40,2;68,0;18,9;8,0;1;0;81,4;8,0;478,0;8,0;0,00;0,00;31;30;81,3;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:24:19;8,7;79,9;8,0;0;50,1;68,0;18,9;8,0;1;0;79,9;8,0;424,6;8,0;0,00;0,00;27;30;83,9;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:25:19;8,7;75,4;8,0;0;56,9;68,0;18,9;8,0;1;0;75,4;8,0;380,4;8,0;0,00;0,00;23;30;91,9;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:26:19;8,7;69,5;60,0;1;58,4;32,4;18,9;18,0;1;0;69,5;70,0;344,3;8,0;0,00;0,00;19;30;95,9;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:27:19;8,7;62,7;60,0;1;50,6;32,4;18,9;18,0;1;0;62,7;70,0;314,9;120,0;0,00;0,00;42;30;76,7;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:28:19;8,7;56,5;60,0;1;45,7;32,4;18,9;18,0;0;0;56,5;70,0;309,2;360,6;19,46;80,00;42;32;76,9;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:29:19;8,7;53,1;60,0;1;45,8;32,4;18,9;18,0;0;0;53,1;70,0;320,3;428,6;20,80;80,00;42;33;80,1;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:30:19;8,7;52,1;60,0;1;48,2;32,4;18,9;18,0;0;0;52,1;70,0;330,4;485,2;22,22;80,00;42;33;80,2;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:31:19;8,7;52,1;60,0;1;47,8;32,4;18,9;18,0;0;0;52,1;70,0;340,8;533,5;23,73;80,00;42;33;81,4;80,0;4;1;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:32:19;8,7;52,5;60,0;1;45,2;32,4;18,9;18,0;0;0;52,5;70,0;351,7;574,5;25,29;80,00;42;33;80,9;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:33:19;8,7;53,3;60,0;1;42,7;32,4;18,9;18,0;0;0;53,3;70,0;363,9;609,4;26,87;80,00;42;33;79,8;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:34:19;8,7;54,2;60,0;1;41,0;32,4;18,9;18,0;0;0;54,2;70,0;377,2;638,6;28,42;80,00;42;33;80,4;80,0;4;1;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:35:19;8,7;55,2;60,0;1;39,8;32,3;19,0;18,0;0;0;55,2;70,0;387,1;663,2;30,04;80,00;42;33;80,7;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:36:19;8,6;56,2;60,0;1;38,9;32,4;19,0;18,0;0;0;56,2;70,0;400,1;684,2;31,62;80,00;42;33;79,9;80,0;4;1;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:37:19;8,6;57,3;60,0;1;38,1;32,4;19,0;18,0;0;0;57,3;70,0;416,0;702,0;33,11;80,00;42;34;79,9;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:38:19;8,6;58,4;60,0;1;37,5;32,4;19,0;18,0;0;0;58,4;70,0;429,4;717,1;34,32;80,00;42;34;80,7;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:39:19;8,6;59,6;60,0;1;37,0;32,4;19,0;18,0;0;0;59,6;70,0;443,3;729,8;34,32;80,00;42;34;80,2;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:40:19;8,6;60,8;60,0;1;32,3;32,4;19,0;18,0;1;0;60,8;70,0;459,3;740,7;34,32;80,00;42;34;79,0;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:41:19;8,6;62,1;60,0;1;32,8;32,4;19,0;18,0;1;0;62,1;70,0;471,9;749,5;32,24;80,00;39;33;81,3;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:42:19;8,6;63,3;60,0;1;32,7;32,4;19,0;18,0;1;0;63,3;70,0;486,7;755,3;30,16;80,00;36;32;81,8;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:43:19;8,6;64,6;60,0;1;32,6;32,4;19,0;18,0;1;0;64,6;70,0;502,0;758,3;28,08;80,00;33;32;81,5;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:44:19;8,6;66,0;60,0;1;32,2;32,4;19,0;18,0;1;0;66,0;70,0;511,1;758,8;23,92;79,00;27;32;81,1;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:45:19;8,6;67,4;60,0;1;31,9;32,4;19,0;18,0;1;0;67,4;70,0;528,6;756,9;22,36;80,00;24;30;82,9;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:46:19;8,6;68,9;60,0;1;31,6;32,4;19,0;18,0;1;0;68,9;70,0;541,8;753,4;20,80;81,00;22;30;83,1;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:47:19;8,6;70,3;60,0;1;31,3;32,4;19,0;18,0;1;0;70,3;70,0;554,1;748,0;18,20;84,00;19;30;84,6;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:48:19;8,6;71,8;60,0;1;31,1;32,4;19,0;18,0;1;0;71,8;70,0;564,6;741,9;17,16;86,00;18;30;83,8;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:49:19;8,6;73,3;60,0;1;30,9;32,4;19,0;18,0;1;0;73,3;70,0;584,3;734,0;14,03;81,00;16;30;95,7;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:50:19;8,6;74,9;60,0;1;30,7;32,5;18,9;18,0;1;0;74,9;70,0;592,3;725,6;13,52;81,00;15;30;93,4;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:51:19;8,6;76,5;60,0;1;30,6;32,5;18,9;18,0;1;0;76,5;70,0;591,3;716,7;12,48;82,00;14;30;95,5;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:52:19;8,6;78,0;60,0;1;31,0;32,5;18,9;18,0;1;0;78,0;70,0;592,6;707,5;11,96;83,00;14;30;96,0;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:53:19;8,6;79,5;60,0;1;31,6;32,5;18,9;18,0;1;0;79,5;70,0;582,2;699,6;11,96;83,00;14;30;97,1;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:54:19;8,6;80,7;8,0;0;32,6;68,0;18,9;8,0;1;0;80,7;8,0;557,7;8,0;0,00;0,00;37;30;83,1;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:55:19;8,6;81,2;8,0;0;38,5;68,0;18,9;8,0;1;0;81,2;8,0;493,0;8,0;0,00;0,00;33;30;82,1;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:56:19;8,6;80,3;8,0;0;48,3;68,0;18,9;8,0;1;0;80,3;8,0;434,9;8,0;0,00;0,00;28;30;83,0;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:57:19;8,6;76,5;8,0;0;55,9;68,0;18,9;8,0;1;0;76,5;8,0;388,7;8,0;0,00;0,00;24;30;90,7;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:58:19;8,6;70,8;8,0;0;58,7;68,0;18,9;8,0;1;0;70,8;8,0;350,6;8,0;0,00;0,00;20;30;97,4;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;02:59:19;8,6;64,1;60,0;1;53,9;32,5;18,9;18,0;1;0;64,1;70,0;320,8;120,0;0,00;0,00;33;30;80,3;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:00:19;8,6;57,6;60,0;1;47,3;32,5;18,9;18,0;0;0;57,6;70,0;307,1;345,4;19,25;80,00;42;30;78,2;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:01:19;8,6;53,6;60,0;1;46,7;32,5;18,9;18,0;0;0;53,6;70,0;312,0;415,2;20,66;80,00;42;30;77,5;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:02:19;8,6;52,0;60,0;1;48,7;32,5;18,9;18,0;0;0;52,0;70,0;318,3;474,3;22,18;80,00;42;33;79,7;80,0;4;1;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:03:19;8,6;51,7;60,0;1;49,4;32,5;18,9;18,0;0;0;51,7;70,0;329,1;523,9;23,71;80,00;42;33;81,4;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:04:19;8,6;52,0;60,0;1;46,7;32,5;18,9;18,0;0;0;52,0;70,0;338,0;566,3;25,34;80,00;42;33;80,4;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:05:19;8,6;52,7;60,0;1;43,9;32,5;18,9;18,0;0;0;52,7;70,0;351,3;602,2;26,94;80,00;42;33;80,7;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:06:19;8,6;53,5;60,0;1;41,5;32,5;18,9;18,0;0;0;53,5;70,0;369,5;632,8;28,48;80,00;42;33;80,7;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:07:19;8,6;54,4;60,0;1;40,0;32,4;19,0;18,0;0;0;54,4;70,0;382,2;658,3;30,07;80,00;42;33;79,9;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:08:19;8,6;55,5;60,0;1;38,8;32,4;19,0;18,0;0;0;55,5;70,0;394,2;680,1;31,67;80,00;42;33;79,9;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:09:19;8,6;56,5;60,0;1;37,9;32,4;19,0;18,0;0;0;56,5;70,0;406,4;698,5;33,26;80,00;42;32;81,4;80,0;4;1;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:10:19;8,6;57,6;60,0;1;37,2;32,4;19,0;18,0;0;0;57,6;70,0;418,8;714,1;34,32;80,00;42;33;80,8;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:11:19;8,6;58,8;60,0;1;36,6;32,4;19,0;18,0;0;0;58,8;70,0;430,9;727,4;34,32;80,00;42;33;80,0;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:12:19;8,6;60,0;60,0;1;36,1;32,4;19,0;18,0;0;0;60,0;70,0;446,1;738,4;34,32;80,00;42;33;80,8;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:13:19;8,6;61,1;60,0;1;32,0;32,4;19,0;18,0;1;0;61,1;70,0;473,0;747,9;34,32;80,00;42;33;80,7;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:14:19;8,6;62,4;60,0;1;32,6;32,4;19,0;18,0;1;0;62,4;70,0;493,9;755,3;32,24;80,00;39;33;79,7;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:15:19;8,6;63,6;60,0;1;32,5;32,4;19,0;18,0;1;0;63,6;70,0;511,7;759,8;30,16;80,00;36;33;79,2;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:16:19;8,6;65,1;60,0;1;32,3;32,4;19,0;18,0;1;0;65,1;70,0;531,2;761,5;26,00;80,00;30;33;80,0;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:17:19;8,6;66,5;60,0;1;32,1;32,4;19,0;18,0;1;0;66,5;70,0;540,6;760,6;23,92;79,00;27;30;83,9;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:18:19;8,6;68,0;60,0;1;31,8;32,4;19,0;18,0;1;0;68,0;70,0;547,0;757,8;20,80;81,00;22;30;84,4;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:19:19;8,6;69,5;60,0;1;31,5;32,4;19,0;18,0;1;0;69,5;70,0;565,3;752,9;19,24;82,00;20;30;84,2;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:20:19;8,6;71,1;60,0;1;31,2;32,4;19,0;18,0;1;0;71,1;70,0;582,5;746,8;17,15;86,00;18;30;83,4;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:21:19;8,6;72,7;60,0;1;31,0;32,4;19,0;18,0;1;0;72,7;70,0;590,5;739,3;15,08;84,00;16;30;95,0;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:22:19;8,6;74,3;60,0;1;30,8;32,4;19,0;18,0;1;0;74,3;70,0;600,3;730,8;13,52;81,00;15;30;95,1;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:23:19;8,6;75,9;60,0;1;30,7;32,4;19,0;18,0;1;0;75,9;70,0;599,0;721,8;13,00;81,00;15;30;97,3;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:24:19;8,6;77,5;60,0;1;30,6;32,4;19,0;18,0;1;0;77,5;70,0;597,4;712,2;11,96;83,00;14;30;96,0;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:25:19;8,6;79,1;60,0;1;30,9;32,5;18,9;18,0;1;0;79,1;70,0;592,0;703,6;11,96;83,00;14;30;96,4;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:26:19;8,6;80,5;8,0;0;31,7;68,0;18,9;8,0;1;0;80,5;8,0;572,1;8,0;0,00;0,00;40;30;79,5;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:27:19;8,6;81,5;8,0;0;35,0;68,0;18,9;8,0;1;0;81,5;8,0;511,6;8,0;0,00;0,00;33;30;82,7;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:28:19;8,6;81,4;8,0;0;44,2;68,0;18,9;8,0;1;0;81,4;8,0;448,2;8,0;0,00;0,00;29;30;81,0;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:29:19;8,6;78,8;8,0;0;53,3;68,0;18,9;8,0;1;0;78,8;8,0;397,3;8,0;0,00;0,00;25;30;92,6;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:30:19;8,6;73,7;8,0;0;58,8;68,0;18,9;8,0;1;0;73,7;8,0;356,5;8,0;0,00;0,00;21;30;101,5;80,0;5;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:31:19;8,6;67,0;60,0;1;56,8;32,5;18,9;18,0;1;0;67,0;70,0;323,0;120,0;0,00;0,00;45;30;91,7;80,0;3;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:32:19;8,6;60,1;60,0;1;49,0;32,5;18,9;18,0;1;0;60,1;70,0;296,8;120,0;0,00;0,00;42;30;78,9;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:33:19;8,6;55,0;60,0;1;45,9;32,5;18,9;18,0;0;0;55,0;70,0;300,1;374,3;20,07;80,00;42;30;79,1;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:34:19;8,6;52,4;60,0;1;47,3;32,5;18,9;18,0;0;0;52,4;70,0;307,2;439,2;21,54;80,00;42;30;80,5;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:35:19;8,6;51,7;60,0;1;49,3;32,5;18,9;18,0;0;0;51,7;70,0;314,1;494,6;23,13;80,00;42;30;78,1;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:36:19;8,5;51,8;60,0;1;47,6;32,7;18,9;18,0;0;0;51,8;70,0;322,1;541,5;24,79;80,00;42;30;80,6;80,0;4;1;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:37:19;8,5;52,3;60,0;1;44,8;32,7;18,9;18,0;0;0;52,3;70,0;333,7;581,2;26,45;80,00;42;31;79,2;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:38:19;8,5;53,0;60,0;1;42,3;32,7;18,9;18,0;0;0;53,0;70,0;347,6;615,1;28,10;80,00;42;32;81,1;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:39:19;8,5;53,8;60,0;1;40,6;32,6;19,0;18,0;0;0;53,8;70,0;358,5;643,3;29,80;80,00;42;33;79,4;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:40:19;8,5;54,8;60,0;1;39,4;32,6;19,0;18,0;0;0;54,8;70,0;374,2;667,3;31,42;80,00;42;33;79,4;80,0;4;1;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:41:19;8,5;55,7;60,0;1;38,4;32,6;19,0;18,0;0;0;55,7;70,0;394,1;687,7;32,93;80,00;42;32;81,8;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:42:19;8,5;56,8;60,0;1;37,7;32,6;19,0;18,0;0;0;56,8;70,0;410,7;705,0;34,32;80,00;42;32;79,9;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:43:19;8,5;57,9;60,0;1;37,0;32,6;19,0;18,0;0;0;57,9;70,0;421,5;719,6;34,32;80,00;42;32;81,2;80,0;4;1;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:44:19;8,5;58,9;60,0;1;36,5;32,6;19,0;18,0;0;0;58,9;70,0;444,0;732,0;34,32;80,00;42;32;80,2;80,0;4;0;0;0;0;0;0;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:45:19;8,5;60,1;60,0;1;36,0;32,6;19,0;18,0;1;0;60,1;70,0;467,3;742,4;34,32;80,00;42;33;80,1;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:46:19;8,5;61,3;60,0;1;32,0;32,6;19,0;18,0;1;0;61,3;70,0;488,2;751,2;34,32;80,00;42;33;78,3;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:47:19;8,5;62,6;60,0;1;32,4;32,6;19,0;18,0;1;0;62,6;70,0;501,1;757,8;32,23;80,00;39;32;80,3;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:48:19;8,5;64,0;60,0;1;32,4;32,6;19,0;18,0;1;0;64,0;70,0;512,8;761,5;28,07;80,00;33;32;80,9;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:49:19;8,5;65,5;60,0;1;32,2;32,6;19,0;18,0;1;0;65,5;70,0;528,6;762,2;26,00;80,00;30;32;79,2;80,0;4;1;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:50:19;8,5;66,9;60,0;1;31,9;32,6;19,0;18,0;1;0;66,9;70,0;547,9;760,9;23,92;79,00;27;30;82,4;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:51:19;8,5;68,5;60,0;1;31,6;32,6;19,0;18,0;1;0;68,5;70,0;565,6;757,1;20,80;81,00;22;30;85,1;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:52:19;8,5;70,2;60,0;1;31,3;32,6;19,0;18,0;1;0;70,2;70,0;586,1;751,5;18,20;84,00;19;30;84,7;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:53:19;8,5;71,9;60,0;1;31,1;32,6;19,0;18,0;1;0;71,9;70,0;586,1;744,8;17,15;86,00;18;30;85,5;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
14.01.2015;03:54:19;8,5;73,6;60,0;1;30,9;32,6;19,0;18,0;1;0;73,6;70,0;593,6;736,6;14,04;81,00;16;30;96,1;80,0;4;0;0;0;0;0;100;0;0;0;0;0;3276,6;3276,6;0;3276,6;3276,6;
